key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp.rt,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,2.7469,1,,,,,,,,,,,,,,,,,,,,,,,,-0.023621623,-0.399580824,0,0,0,,,,,,,CURRY,HB,z,y,./images/CURRYHB.png,,,,,,,,,,,,,,,,,,,,,z,1,2.7469,,,,,,,,0,139,139,144,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.4197,0,,,,,,,,,,,,,,,,,,,,,,,,-0.023621623,-0.399580824,0,0,0,,,,,,,POODLE,HB,m,y,./images/POODLEHB.png,,,,,,,,,,,,,,,,,,,,,z,0,1.4197,,,,,,,,0,140,140,81,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8645,1,,,,,,,,,,,,,,,,,,,,,,,,-0.023621623,-0.399580824,0,0,0,,,,,,,SMOKER,C,m,y,./images/SMOKER.png,,,,,,,,,,,,,,,,,,,,,m,1,0.8645,,,,,,,,0,141,141,26,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.7833,1,,,,,,,,,,,,,,,,,,,,,,,,-0.027692464,-0.398493788,0,0,0,,,,,,,COUCH,C,m,y,./images/COUCH.png,,,,,,,,,,,,,,,,,,,,,m,1,0.7833,,,,,,,,0,142,142,77,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.9672,1,,,,,,,,,,,,,,,,,,,,,,,,-0.030747477,-0.394727648,0,0,0,,,,,,,KITTEN,HB,m,y,./images/KITTENHB.png,,,,,,,,,,,,,,,,,,,,,m,1,0.9672,,,,,,,,0,143,143,45,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8164,1,,,,,,,,,,,,,,,,,,,,,,,,-0.031638658,-0.393101603,0,0,0,,,,,,,GRANNY,C,z,y,./images/GRANNY.png,,,,,,,,,,,,,,,,,,,,,z,1,0.8164,,,,,,,,0,144,144,104,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,0.8643,1,,,,,,,,,,,,,,,,,,,,,,,,-0.031638658,-0.393101603,0,0,0,,,,,,,PLANET,C,z,y,./images/PLANET.png,,,,,,,,,,,,,,,,,,,,,z,1,0.8643,,,,,,,,0,145,145,164,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.1272,1,,,,,,,,,,,,,,,,,,,,,,,,-0.031638658,-0.393101603,0,0,0,,,,,,,ALLEY,LB,z,y,./images/ALLEYLB.png,,,,,,,,,,,,,,,,,,,,,z,1,1.1272,,,,,,,,0,146,146,139,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.4925,0,,,,,,,,,,,,,,,,,,,,,,,,-0.031638658,-0.393101603,0,0,0,,,,,,,FINGER,HB,m,y,./images/FINGERHB.png,,,,,,,,,,,,,,,,,,,,,z,0,1.4925,,,,,,,,0,147,147,3,1
,,,,,,,,,,,,,,,,,6117fb98735b8d5cc5e705a2,51,2022-02-12_11h35.39.562,lexical_decision_task_DD_L2,2021.2.3,MacIntel,60.0024001,,,,,,,,,,,1.5308,0,,,,,,,,,,,,,,,,,,,,,,,,-0.031638658,-0.393101603,0,0,0,,,,,,,BELLY,LB,m,y,./images/BELLYLB.png,,,,,,,,,,,,,,,,,,,,,z,0,1.5308,,,,,,,,0,148,148,10,1
