key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8004,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,CRUST,C,z,y,./images/CRUST.png,,,,,,,,,,,,,,,,,,,,z,1,0.8004,,,,,,,,0,102,102,163,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6808,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,GREASE,LB,z,y,./images/GREASELB.png,,,,,,,,,,,,,,,,,,,,z,1,0.6808,,,,,,,,0,103,103,99,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7335,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,ARTIST,C,m,y,./images/ARTIST.png,,,,,,,,,,,,,,,,,,,,m,1,0.7335,,,,,,,,0,104,104,61,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.2658,0,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,MOOSE,LB,z,y,./images/MOOSELB.png,,,,,,,,,,,,,,,,,,,,m,0,1.2658,,,,,,,,0,105,105,141,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6223,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,CEMENT,HB,z,y,./images/CEMENTHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.6223,,,,,,,,0,106,106,158,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6494,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,ARROW,LB,m,y,./images/ARROWLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.6494,,,,,,,,0,107,107,69,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6989,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,ENGINE,HB,m,y,./images/ENGINEHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.6989,,,,,,,,0,108,108,38,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9322,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,MEDAL,HB,m,y,./images/MEDALHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.9322,,,,,,,,0,109,109,11,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8699,0,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,RULER,C,m,y,./images/RULER.png,,,,,,,,,,,,,,,,,,,,z,0,0.8699,,,,,,,,0,110,110,79,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7166,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,GLOVE,C,m,y,./images/GLOVE.png,,,,,,,,,,,,,,,,,,,,m,1,0.7166,,,,,,,,0,111,111,73,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7506,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,WEASEL,HB,z,y,./images/WEASELHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.7506,,,,,,,,0,112,112,164,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5805,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,ONION,LB,z,y,./images/ONIONLB.png,,,,,,,,,,,,,,,,,,,,z,1,0.5805,,,,,,,,0,113,113,135,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7722,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,COLLAR,LB,m,y,./images/COLLARLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.7722,,,,,,,,0,114,114,15,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6362,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,NOOSE,LB,z,y,./images/NOOSELB.png,,,,,,,,,,,,,,,,,,,,z,1,0.6362,,,,,,,,0,115,115,156,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6079,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,POKER,C,m,y,./images/POKER.png,,,,,,,,,,,,,,,,,,,,m,1,0.6079,,,,,,,,0,116,116,67,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7155,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,CANOE,C,m,y,./images/CANOE.png,,,,,,,,,,,,,,,,,,,,m,1,0.7155,,,,,,,,0,117,117,58,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6458,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,MIRROR,LB,z,y,./images/MIRRORLB.png,,,,,,,,,,,,,,,,,,,,z,1,0.6458,,,,,,,,0,118,118,147,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6877,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,JELLY,C,z,y,./images/JELLY.png,,,,,,,,,,,,,,,,,,,,z,1,0.6877,,,,,,,,0,119,119,148,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5543,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,SUNSET,C,z,y,./images/SUNSET.png,,,,,,,,,,,,,,,,,,,,z,1,0.5543,,,,,,,,0,120,120,166,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6322,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,PILOT,HB,m,y,./images/PILOTHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.6322,,,,,,,,0,121,121,50,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7325,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,PEARL,C,z,y,./images/PEARL.png,,,,,,,,,,,,,,,,,,,,z,1,0.7325,,,,,,,,0,122,122,130,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7387,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,SAILOR,C,z,y,./images/SAILOR.png,,,,,,,,,,,,,,,,,,,,z,1,0.7387,,,,,,,,0,123,123,151,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6366,1,,,,,,,,,,,,,,,,,,,,,,,,-0.005746528,-0.403927951,0,0,0,,,,,,,SKIING,HB,z,y,./images/SKIINGHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.6366,,,,,,,,0,124,124,101,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.673,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,1,0,0,,,,,,,BRIDE,C,m,y,./images/BRIDE.png,break_done_button,,,,,,,,,,,,,,,,,,,m,1,0.673,,,,,,,,0,125,125,64,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.705,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,CRATER,LB,m,y,./images/CRATERLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.705,,,,,,,,0,126,126,3,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6831,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,CARPET,HB,z,y,./images/CARPETHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.6831,,,,,,,,0,127,127,137,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7988,0,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,KITTEN,LB,z,y,./images/KITTENLB.png,,,,,,,,,,,,,,,,,,,,m,0,0.7988,,,,,,,,0,128,128,129,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6296,0,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,COUCH,HB,z,y,./images/COUCHHB.png,,,,,,,,,,,,,,,,,,,,m,0,0.6296,,,,,,,,0,129,129,161,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5816,0,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,CRADLE,HB,z,y,./images/CRADLEHB.png,,,,,,,,,,,,,,,,,,,,m,0,0.5816,,,,,,,,0,130,130,104,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5483,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,CASINO,C,m,y,./images/CASINO.png,,,,,,,,,,,,,,,,,,,,m,1,0.5483,,,,,,,,0,131,131,28,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5489,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,WHISKY,HB,m,y,./images/WHISKYHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.5489,,,,,,,,0,132,132,83,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6056,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,WRIST,C,z,y,./images/WRIST.png,,,,,,,,,,,,,,,,,,,,z,1,0.6056,,,,,,,,0,133,133,109,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.953,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,FENCE,HB,m,y,./images/FENCEHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.953,,,,,,,,0,134,134,14,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6369,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,BURIAL,HB,z,y,./images/BURIALHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.6369,,,,,,,,0,135,135,143,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6709,0,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,PARCEL,LB,m,y,./images/PARCELLB.png,,,,,,,,,,,,,,,,,,,,z,0,0.6709,,,,,,,,0,136,136,18,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5319,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,MONKEY,LB,m,y,./images/MONKEYLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.5319,,,,,,,,0,137,137,45,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9175,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,STAIN,LB,m,y,./images/STAINLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.9175,,,,,,,,0,138,138,6,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6815,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,CANYON,C,z,y,./images/CANYON.png,,,,,,,,,,,,,,,,,,,,z,1,0.6815,,,,,,,,0,139,139,118,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5696,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,JAGUAR,LB,z,y,./images/JAGUARLB.png,,,,,,,,,,,,,,,,,,,,z,1,0.5696,,,,,,,,0,140,140,102,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7984,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,PLANK,C,z,y,./images/PLANK.png,,,,,,,,,,,,,,,,,,,,z,1,0.7984,,,,,,,,0,141,141,85,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.572,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,INFANT,C,z,y,./images/INFANT.png,,,,,,,,,,,,,,,,,,,,z,1,0.572,,,,,,,,0,142,142,160,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6311,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,HAMMER,LB,m,y,./images/HAMMERLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.6311,,,,,,,,0,143,143,75,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5788,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,RAZOR,C,m,y,./images/RAZOR.png,,,,,,,,,,,,,,,,,,,,m,1,0.5788,,,,,,,,0,144,144,34,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7668,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,PAINT,C,z,y,./images/PAINT.png,,,,,,,,,,,,,,,,,,,,z,1,0.7668,,,,,,,,0,145,145,91,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6681,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,MAMMAL,HB,m,y,./images/MAMMALHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.6681,,,,,,,,0,146,146,62,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6153,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,SWING,C,z,y,./images/SWING.png,,,,,,,,,,,,,,,,,,,,z,1,0.6153,,,,,,,,0,147,147,124,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5509,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,TIGER,C,m,y,./images/TIGER.png,,,,,,,,,,,,,,,,,,,,m,1,0.5509,,,,,,,,0,148,148,37,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6172,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,PICKLE,HB,z,y,./images/PICKLEHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.6172,,,,,,,,0,149,149,98,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6744,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,CLIFF,HB,m,y,./images/CLIFFHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.6744,,,,,,,,0,150,150,8,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.834,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,BLOKE,LB,m,y,./images/BLOKELB.png,,,,,,,,,,,,,,,,,,,,m,1,0.834,,,,,,,,0,151,151,12,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6401,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,QUILL,C,z,y,./images/QUILL.png,,,,,,,,,,,,,,,,,,,,z,1,0.6401,,,,,,,,0,152,152,115,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5505,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,CLOUD,HB,m,y,./images/CLOUDHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.5505,,,,,,,,0,153,153,26,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6378,0,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,WALRUS,HB,z,y,./images/WALRUSHB.png,,,,,,,,,,,,,,,,,,,,m,0,0.6378,,,,,,,,0,154,154,107,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.553,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,BUNNY,C,m,y,./images/BUNNY.png,,,,,,,,,,,,,,,,,,,,m,1,0.553,,,,,,,,0,155,155,13,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8155,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,BAKER,LB,m,y,./images/BAKERLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.8155,,,,,,,,0,156,156,63,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8374,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,POODLE,LB,z,y,./images/POODLELB.png,,,,,,,,,,,,,,,,,,,,z,1,0.8374,,,,,,,,0,157,157,165,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9489,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,JUNGLE,HB,z,y,./images/JUNGLEHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.9489,,,,,,,,0,158,158,167,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6558,1,,,,,,,,,,,,,,,,,,,,,,,,-0.060772569,-0.394396701,0,0,0,,,,,,,CANDLE,C,z,y,./images/CANDLE.png,,,,,,,,,,,,,,,,,,,,z,1,0.6558,,,,,,,,0,159,159,145,1
