key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,key_resp.rt,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,slider.response,slider.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.577,1,,,,,,,,,,,,,,z,1,0.577,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,164,164,135,1,JOODY,C,z,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6623,1,,,,,,,,,,,,,,z,1,0.6623,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,165,165,129,1,PRANS,C,z,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6088,1,,,,,,,,,,,,,,m,1,0.6088,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,166,166,3,1,CRATER,LB,m,m,./images/CRATERLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.641,1,,,,,,,,,,,,,,z,1,0.641,,,,,,,,-0.000342882,-0.379969618,0,0,0,,0,167,167,152,1,FRAIN,LB,z,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How likely will it be that you will recognize the words presented clearly on a scale of 0 (not likely) to 100 (most likely)?,,,,,0.020208333,-0.422894965,1,0,0,jol_adv,6,5.0706,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How likely will it be that you will recognize the words presented very blurred on a scale of 0 (not likely) to 100 (most likely)?,,,,,,,,,,,3,5.9001,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How likely will it be that you will recognize the words presented slighly blurred on a scale of 0 (not likely) to 100 (most likely)?,,,,,,,,,,,4,6.0974,0,2,2,1,1,,,,,,,,,,,,,,,,,,,,
,0.096571181,-0.389539931,1,0,0,instr_done_button,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,
,0.096571181,-0.389539931,1,0,0,instr_done_button,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,
,-0.000138889,-0.405407986,1,0,0,instr_done_button,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,,,,,,
,-0.029613715,-0.41608941,1,0,0,instr_done_button,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,,,,,,,,,,
space,-0.029613715,-0.41608941,0,0,0,,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,0.8733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9677,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,BEARD,HB,z,y,./images/BEARDHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.9677,,,,,,,,0,0,0,86,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.2725,0,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,BABOON,C,z,y,./images/BABOON.png,,,,,,,,,,,,,,,,,,,,m,0,1.2725,,,,,,,,0,1,1,142,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8154,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,MALLET,HB,z,y,./images/MALLETHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.8154,,,,,,,,0,2,2,134,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.682,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,STEAK,C,m,y,./images/STEAK.png,,,,,,,,,,,,,,,,,,,,m,1,0.682,,,,,,,,0,3,3,31,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7814,0,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,BUTTER,LB,m,y,./images/BUTTERLB.png,,,,,,,,,,,,,,,,,,,,z,0,0.7814,,,,,,,,0,4,4,27,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.647,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,MUSCLE,C,z,y,./images/MUSCLE.png,,,,,,,,,,,,,,,,,,,,z,1,0.647,,,,,,,,0,5,5,88,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6097,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,MUMMY,C,m,y,./images/MUMMY.png,,,,,,,,,,,,,,,,,,,,m,1,0.6097,,,,,,,,0,6,6,46,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7367,0,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,DOUGH,C,z,y,./images/DOUGH.png,,,,,,,,,,,,,,,,,,,,m,0,0.7367,,,,,,,,0,7,7,103,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6478,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,SNAKE,C,m,y,./images/SNAKE.png,,,,,,,,,,,,,,,,,,,,m,1,0.6478,,,,,,,,0,8,8,40,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8154,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,STORM,LB,z,y,./images/STORMLB.png,,,,,,,,,,,,,,,,,,,,z,1,0.8154,,,,,,,,0,9,9,114,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.638,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,DANCER,LB,m,y,./images/DANCERLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.638,,,,,,,,0,10,10,21,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9991,0,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,MAGGOT,LB,z,y,./images/MAGGOTLB.png,,,,,,,,,,,,,,,,,,,,m,0,0.9991,,,,,,,,0,11,11,117,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0027,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,HOCKEY,HB,m,y,./images/HOCKEYHB.png,,,,,,,,,,,,,,,,,,,,m,1,1.0027,,,,,,,,0,12,12,32,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.1417,0,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,ATTIC,LB,z,y,./images/ATTICLB.png,,,,,,,,,,,,,,,,,,,,m,0,1.1417,,,,,,,,0,13,13,111,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.4337,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,KIDNEY,LB,z,y,./images/KIDNEYLB.png,,,,,,,,,,,,,,,,,,,,z,1,1.4337,,,,,,,,0,14,14,105,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.681,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,VALLEY,HB,m,y,./images/VALLEYHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.681,,,,,,,,0,15,15,68,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5969,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,DONKEY,C,m,y,./images/DONKEY.png,,,,,,,,,,,,,,,,,,,,m,1,0.5969,,,,,,,,0,16,16,19,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.1002,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,MOTOR,C,z,y,./images/MOTOR.png,,,,,,,,,,,,,,,,,,,,z,1,1.1002,,,,,,,,0,17,17,97,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9973,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,PACKET,HB,z,y,./images/PACKETHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.9973,,,,,,,,0,18,18,140,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9866,0,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,SMOKER,HB,z,y,./images/SMOKERHB.png,,,,,,,,,,,,,,,,,,,,m,0,0.9866,,,,,,,,0,19,19,110,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8338,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,TWINS,LB,z,y,./images/TWINSLB.png,,,,,,,,,,,,,,,,,,,,z,1,0.8338,,,,,,,,0,20,20,144,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6817,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,FLASK,LB,m,y,./images/FLASKLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.6817,,,,,,,,0,21,21,72,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9027,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,SHORE,LB,z,y,./images/SHORELB.png,,,,,,,,,,,,,,,,,,,,z,1,0.9027,,,,,,,,0,22,22,96,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.25,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,PURSE,HB,z,y,./images/PURSEHB.png,,,,,,,,,,,,,,,,,,,,z,1,1.25,,,,,,,,0,23,23,146,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8045,0,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,MELON,C,z,y,./images/MELON.png,,,,,,,,,,,,,,,,,,,,m,0,0.8045,,,,,,,,0,24,24,106,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.748,0,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,BARREL,HB,z,y,./images/BARRELHB.png,,,,,,,,,,,,,,,,,,,,m,0,0.748,,,,,,,,0,25,25,116,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7062,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,BROOM,LB,m,y,./images/BROOMLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.7062,,,,,,,,0,26,26,78,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.796,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,SPORT,LB,z,y,./images/SPORTLB.png,,,,,,,,,,,,,,,,,,,,z,1,0.796,,,,,,,,0,27,27,132,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6178,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,MIDGET,C,m,y,./images/MIDGET.png,,,,,,,,,,,,,,,,,,,,m,1,0.6178,,,,,,,,0,28,28,76,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5802,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,PEBBLE,C,m,y,./images/PEBBLE.png,,,,,,,,,,,,,,,,,,,,m,1,0.5802,,,,,,,,0,29,29,82,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.668,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,DESERT,C,m,y,./images/DESERT.png,,,,,,,,,,,,,,,,,,,,m,1,0.668,,,,,,,,0,30,30,52,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5903,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,BISHOP,C,m,y,./images/BISHOP.png,,,,,,,,,,,,,,,,,,,,m,1,0.5903,,,,,,,,0,31,31,49,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.935,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,SPINE,HB,m,y,./images/SPINEHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.935,,,,,,,,0,32,32,65,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7154,0,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,BANNER,C,z,y,./images/BANNER.png,,,,,,,,,,,,,,,,,,,,m,0,0.7154,,,,,,,,0,33,33,136,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6146,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,STOVE,HB,m,y,./images/STOVEHB.png,,,,,,,,,,,,,,,,,,,,m,1,0.6146,,,,,,,,0,34,34,2,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6314,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,STATUE,LB,m,y,./images/STATUELB.png,,,,,,,,,,,,,,,,,,,,m,1,0.6314,,,,,,,,0,35,35,66,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5909,0,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,PIMPLE,HB,z,y,./images/PIMPLEHB.png,,,,,,,,,,,,,,,,,,,,m,0,0.5909,,,,,,,,0,36,36,155,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7806,0,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,SCREW,LB,z,y,./images/SCREWLB.png,,,,,,,,,,,,,,,,,,,,m,0,0.7806,,,,,,,,0,37,37,108,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8805,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,MUFFIN,C,z,y,./images/MUFFIN.png,,,,,,,,,,,,,,,,,,,,z,1,0.8805,,,,,,,,0,38,38,139,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.5974,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,CHAIN,LB,m,y,./images/CHAINLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.5974,,,,,,,,0,39,39,42,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.756,1,,,,,,,,,,,,,,,,,,,,,,,,-0.029613715,-0.41608941,0,0,0,,,,,,,CURRY,LB,m,y,./images/CURRYLB.png,,,,,,,,,,,,,,,,,,,,m,1,0.756,,,,,,,,0,40,40,60,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.587,1,,,,,,,,,,,,,,,,,,,,,,,,0.011610243,-0.38921875,1,0,0,,,,,,,PISTOL,HB,m,y,./images/PISTOLHB.png,break_done_button,,,,,,,,,,,,,,,,,,,m,1,0.587,,,,,,,,0,41,41,29,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8704,1,,,,,,,,,,,,,,,,,,,,,,,,0.011610243,-0.38921875,0,0,0,,,,,,,PASTA,HB,z,y,./images/PASTAHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.8704,,,,,,,,0,42,42,89,1
,,,,,,,,,,,,,,,,,60fcaf5a13b051f5c8d978f2,19,2022-02-12_13h47.49.617,lexical_decision_task_DD_L6,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6823,1,,,,,,,,,,,,,,,,,,,,,,,,0.011610243,-0.38921875,0,0,0,,,,,,,TORCH,HB,z,y,./images/TORCHHB.png,,,,,,,,,,,,,,,,,,,,z,1,0.6823,,,,,,,,0,43,43,152,1
