key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,key_resp_2.rt,break_done_keyboard.rt,break_done_touch.clicked_name,key_resp.rt,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0378,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,DONKEY,LB,m,y,./images/DONKEYLB.png,,,,,,,,,,m,1,0.0378,,,,,,,,0,55,55,19,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0399,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,PEBBLE,LB,m,y,./images/PEBBLELB.png,,,,,,,,,,z,0,0.0399,,,,,,,,0,56,56,82,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.125,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,MALLET,C,z,y,./images/MALLET.png,,,,,,,,,,z,1,0.125,,,,,,,,0,57,57,134,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.1541,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,STEAK,LB,m,y,./images/STEAKLB.png,,,,,,,,,,z,0,0.1541,,,,,,,,0,58,58,31,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0003,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,MAGGOT,HB,z,y,./images/MAGGOTHB.png,,,,,,,,,,m,0,0.0003,,,,,,,,0,59,59,117,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0229,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SNACK,LB,z,y,./images/SNACKLB.png,,,,,,,,,,m,0,0.0229,,,,,,,,0,60,60,157,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0624,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,FARMER,C,z,y,./images/FARMER.png,,,,,,,,,,z,1,0.0624,,,,,,,,0,61,61,149,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0699,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,MELON,LB,z,y,./images/MELONLB.png,,,,,,,,,,z,1,0.0699,,,,,,,,0,62,62,106,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0084,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,FOLDER,HB,z,y,./images/FOLDERHB.png,,,,,,,,,,m,0,0.0084,,,,,,,,0,63,63,126,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0694,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,PURSE,C,z,y,./images/PURSE.png,,,,,,,,,,z,1,0.0694,,,,,,,,0,64,64,146,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0316,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,COOKER,HB,z,y,./images/COOKERHB.png,,,,,,,,,,m,0,0.0316,,,,,,,,0,65,65,153,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,9.99999E-05,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,CRATER,HB,m,y,./images/CRATERHB.png,,,,,,,,,,m,1,9.99999E-05,,,,,,,,0,66,66,3,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0045,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SLOPE,HB,m,y,./images/SLOPEHB.png,,,,,,,,,,m,1,0.0045,,,,,,,,0,67,67,30,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.1064,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,FALCON,LB,z,y,./images/FALCONLB.png,,,,,,,,,,z,1,0.1064,,,,,,,,0,68,68,112,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0037,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,MUMMY,LB,m,y,./images/MUMMYLB.png,,,,,,,,,,m,1,0.0037,,,,,,,,0,69,69,46,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.1449,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,CRUMB,C,z,y,./images/CRUMB.png,,,,,,,,,,z,1,0.1449,,,,,,,,0,70,70,113,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.1045,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,STRING,C,z,y,./images/STRING.png,,,,,,,,,,m,0,0.1045,,,,,,,,0,71,71,125,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0642,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,WRIST,LB,z,y,./images/WRISTLB.png,,,,,,,,,,z,1,0.0642,,,,,,,,0,72,72,109,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0558,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SAUCE,HB,m,y,./images/SAUCEHB.png,,,,,,,,,,z,0,0.0558,,,,,,,,0,73,73,51,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0157,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,PISTOL,C,m,y,./images/PISTOL.png,,,,,,,,,,m,1,0.0157,,,,,,,,0,74,74,29,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0711,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,CARPET,C,z,y,./images/CARPET.png,,,,,,,,,,z,1,0.0711,,,,,,,,0,75,75,137,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.1375,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,CLIFF,C,m,y,./images/CLIFF.png,,,,,,,,,,z,0,0.1375,,,,,,,,0,76,76,8,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0002,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,FINGER,HB,z,y,./images/FINGERHB.png,,,,,,,,,,z,1,0.0002,,,,,,,,0,77,77,87,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0001,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,CLOTH,C,m,y,./images/CLOTH.png,,,,,,,,,,z,0,0.0001,,,,,,,,0,78,78,23,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0862,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,PICKLE,C,z,y,./images/PICKLE.png,,,,,,,,,,m,0,0.0862,,,,,,,,0,79,79,98,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.1311,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,CURRY,HB,m,y,./images/CURRYHB.png,,,,,,,,,,z,0,0.1311,,,,,,,,0,80,80,60,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.088,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,CASINO,LB,m,y,./images/CASINOLB.png,,,,,,,,,,z,0,0.088,,,,,,,,0,81,81,28,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0767,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BOXER,LB,m,y,./images/BOXERLB.png,,,,,,,,,,z,0,0.0767,,,,,,,,0,82,82,4,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0152,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,space,,,,,,CANYON,LB,z,y,./images/CANYONLB.png,,0.9913,,,,,,,,m,0,0.0152,,,,,,,,0,83,83,118,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.5297,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,TOWEL,LB,m,y,./images/TOWELLB.png,,,,,,,,,,m,1,2.5297,,,,,,,,0,84,84,1,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9578,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,RHINO,HB,z,y,./images/RHINOHB.png,,,,,,,,,,z,1,0.9578,,,,,,,,0,85,85,93,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.5762,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,GARDEN,LB,m,y,./images/GARDENLB.png,,,,,,,,,,m,1,1.5762,,,,,,,,0,86,86,10,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8313,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,POODLE,HB,z,y,./images/POODLEHB.png,,,,,,,,,,z,1,0.8313,,,,,,,,0,87,87,165,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.5374,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,PARCEL,HB,m,y,./images/PARCELHB.png,,,,,,,,,,z,0,1.5374,,,,,,,,0,88,88,18,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9525,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,LADDER,C,z,y,./images/LADDER.png,,,,,,,,,,z,1,0.9525,,,,,,,,0,89,89,122,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9549,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,WEASEL,C,z,y,./images/WEASEL.png,,,,,,,,,,z,1,0.9549,,,,,,,,0,90,90,164,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.957,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,KITTEN,HB,z,y,./images/KITTENHB.png,,,,,,,,,,z,1,0.957,,,,,,,,0,91,91,129,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6311,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,TIGER,LB,m,y,./images/TIGERLB.png,,,,,,,,,,m,1,0.6311,,,,,,,,0,92,92,37,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8667,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,ONION,HB,z,y,./images/ONIONHB.png,,,,,,,,,,z,1,0.8667,,,,,,,,0,93,93,135,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9635,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,COLLAR,HB,m,y,./images/COLLARHB.png,,,,,,,,,,m,1,0.9635,,,,,,,,0,94,94,15,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.4941,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,LIZARD,C,z,y,./images/LIZARD.png,,,,,,,,,,z,1,1.4941,,,,,,,,0,95,95,128,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.4449,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,CLOWN,LB,m,y,./images/CLOWNLB.png,,,,,,,,,,z,0,1.4449,,,,,,,,0,96,96,22,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.0414,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,WALNUT,HB,m,y,./images/WALNUTHB.png,,,,,,,,,,z,0,1.0414,,,,,,,,0,97,97,0,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6803,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,GRANNY,C,m,y,./images/GRANNY.png,,,,,,,,,,m,1,0.6803,,,,,,,,0,98,98,20,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.3845,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,JAGUAR,HB,z,y,./images/JAGUARHB.png,,,,,,,,,,z,1,1.3845,,,,,,,,0,99,99,102,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.4002,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,WHISKY,C,m,y,./images/WHISKY.png,,,,,,,,,,m,1,1.4002,,,,,,,,0,100,100,83,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.667,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,JELLY,LB,z,y,./images/JELLYLB.png,,,,,,,,,,z,1,0.667,,,,,,,,0,101,101,148,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9559,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,PACKET,C,z,y,./images/PACKET.png,,,,,,,,,,z,1,0.9559,,,,,,,,0,102,102,140,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,2.3022,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,GREASE,HB,z,y,./images/GREASEHB.png,,,,,,,,,,z,1,2.3022,,,,,,,,0,103,103,99,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.0135,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BISHOP,LB,m,y,./images/BISHOPLB.png,,,,,,,,,,m,1,1.0135,,,,,,,,0,104,104,49,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.9167,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,NOOSE,HB,z,y,./images/NOOSEHB.png,,,,,,,,,,z,1,0.9167,,,,,,,,0,105,105,156,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8147,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,ATTIC,HB,z,y,./images/ATTICHB.png,,,,,,,,,,z,1,0.8147,,,,,,,,0,106,106,111,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.1262,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,HEATER,C,m,y,./images/HEATER.png,,,,,,,,,,z,0,1.1262,,,,,,,,0,107,107,56,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8989,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BAMBOO,C,m,y,./images/BAMBOO.png,,,,,,,,,,m,1,0.8989,,,,,,,,0,108,108,5,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7944,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,DIVER,HB,m,y,./images/DIVERHB.png,,,,,,,,,,m,1,0.7944,,,,,,,,0,109,109,9,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8533,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,HAMMER,HB,m,y,./images/HAMMERHB.png,,,,,,,,,,z,0,0.8533,,,,,,,,0,110,110,75,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6759,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SPORT,HB,z,y,./images/SPORTHB.png,,,,,,,,,,z,1,0.6759,,,,,,,,0,111,111,132,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.3262,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BARREL,C,z,y,./images/BARREL.png,,,,,,,,,,z,1,1.3262,,,,,,,,0,112,112,116,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.8429,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,BIRTH,LB,z,y,./images/BIRTHLB.png,,,,,,,,,,z,1,0.8429,,,,,,,,0,113,113,121,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.6315,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,PARADE,C,m,y,./images/PARADE.png,,,,,,,,,,m,1,0.6315,,,,,,,,0,114,114,17,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,1.1779,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,GLOVE,LB,m,y,./images/GLOVELB.png,,,,,,,,,,m,1,1.1779,,,,,,,,0,115,115,73,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.7533,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,ENGINE,C,m,y,./images/ENGINE.png,,,,,,,,,,m,1,0.7533,,,,,,,,0,116,116,38,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0002,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,SHORE,HB,z,y,./images/SHOREHB.png,,,,,,,,,,z,1,0.0002,,,,,,,,0,117,117,96,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0935,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,WAGON,LB,m,y,./images/WAGONLB.png,,,,,,,,,,m,1,0.0935,,,,,,,,0,118,118,7,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0374,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,DRUMS,LB,z,y,./images/DRUMSLB.png,,,,,,,,,,m,0,0.0374,,,,,,,,0,119,119,133,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0715,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,MAMMAL,C,m,y,./images/MAMMAL.png,,,,,,,,,,z,0,0.0715,,,,,,,,0,120,120,62,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0179,1,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,TORCH,C,z,y,./images/TORCH.png,,,,,,,,,,z,1,0.0179,,,,,,,,0,121,121,152,1
,,,,,,,,,,,,,,,,,199012,18,2022-01-28_15h58.13.098,lexical_decision_task_DD_L5,2021.2.3,Win32,74.91759065,,,,,,,,,,0.0336,0,,,,,,,,,,,,,,,,,,,,,,,1.023479189,-0.401814301,0,0,0,,,,,,,DRILL,HB,m,y,./images/DRILLHB.png,,,,,,,,,,z,0,0.0336,,,,,,,,0,122,122,81,1
