key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,0,0.366326531,-0.289285714,1,0,0,1.806,button_right,1.806,1,0,6,6,1,1,1001,ADJUST,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,0,-0.27755102,-0.308673469,1,0,0,1.721,button_left,1.721,1,0,7,7,11,1,1001,RASHET,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,0,-0.264285714,-0.281122449,1,0,0,1.521,button_left,1.521,1,0,8,8,8,1,1001,ASLERT,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,0,-0.314285714,-0.288265306,1,0,0,1.12,button_left,1.12,1,0,9,9,14,1,1001,THRALE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,0,0.316326531,-0.266836735,1,0,0,1.137,button_right,1.137,1,0,10,10,0,1,1001,UTOPIA,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,0,0.391836735,-0.303571429,1,0,0,1.138,button_right,1.138,1,0,11,11,4,1,1001,SQUEAK,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,0,0.362244898,-0.314795918,1,0,0,0.787,button_right,0.787,1,0,12,12,3,1,1001,MATRIX,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,0,0.358163265,-0.349489796,1,0,0,0.704,button_right,0.704,1,0,13,13,6,1,1001,ZOMBIE,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,0,-0.374489796,-0.320918367,1,0,0,0.922,button_left,0.922,1,0,14,14,15,1,1001,WHAISE,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,0,-0.363265306,-0.326020408,1,0,0,0.954,button_left,0.954,1,0,15,15,9,1,1001,FARINY,z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.136734694,-0.387244898,1,0,0,instr_done_button,,,,,,1,end_of_practice,"You have completed the practice trials. During the experimental trials, you will not receive feedback. 
Before you begin, please ensure that you are in a comfortable and quiet location and will not be disturbed for about 15 minutes, as we cannot use your data if you do not complete all the trials. 
 When you are ready to start the experimental trials, please press space or touch the button below.",,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,1.298,1,,,,,,,,,,,,,,,0,-0.352040816,-0.34744898,1,0,0,1.298,button_left_main,-0.352040816,-0.34744898,1,0,0,,0,0,0,144,1,NAIRY,C,old,z,./images/NAIRY.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,1.587,1,,,,,,,,,,,,,,,0,0.334693878,-0.332142857,1,0,0,1.587,button_right_main,0.334693878,-0.332142857,1,0,0,,0,1,1,71,1,PIMPLE,HB,old,m,./images/PIMPLEHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,1.371,1,,,,,,,,,,,,,,,0,0.364285714,-0.311734694,1,0,0,1.371,button_right_main,0.364285714,-0.311734694,1,0,0,,0,2,2,65,1,FARMER,HB,old,m,./images/FARMERHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.973,1,,,,,,,,,,,,,,,0,-0.37244898,-0.348469388,1,0,0,0.973,button_left_main,-0.37244898,-0.348469388,1,0,0,,0,3,3,159,1,CUDDY,C,old,z,./images/CUDDY.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,1.005,1,,,,,,,,,,,,,,,0,-0.391836735,-0.342346939,1,0,0,1.005,button_left_main,-0.391836735,-0.342346939,1,0,0,,0,4,4,155,1,CANGY,LB,old,z,./images/CANGYLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,1.287,1,,,,,,,,,,,,,,,0,-0.383673469,-0.358673469,1,0,0,1.287,button_left_main,-0.383673469,-0.358673469,1,0,0,,0,5,5,128,1,GRIFT,LB,old,z,./images/GRIFTLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.988,1,,,,,,,,,,,,,,,0,-0.389795918,-0.317857143,1,0,0,0.988,button_left_main,-0.389795918,-0.317857143,1,0,0,,0,6,6,113,1,LINEW,LB,old,z,./images/LINEWLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.939,1,,,,,,,,,,,,,,,0,0.373469388,-0.294387755,1,0,0,0.939,button_right_main,0.373469388,-0.294387755,1,0,0,,0,7,7,62,1,PURSE,HB,old,m,./images/PURSEHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.774,1,,,,,,,,,,,,,,,0,0.368367347,-0.321938776,1,0,0,0.774,button_right_main,0.368367347,-0.321938776,1,0,0,,0,8,8,57,1,MOOSE,LB,old,m,./images/MOOSELB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,1.369,1,,,,,,,,,,,,,,,0,0.359183673,-0.325,1,0,0,1.369,button_right_main,0.359183673,-0.325,1,0,0,,0,9,9,77,1,COUCH,HB,old,m,./images/COUCHHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.769,1,,,,,,,,,,,,,,,0,-0.38877551,-0.31377551,1,0,0,0.769,button_left_main,-0.38877551,-0.31377551,1,0,0,,0,10,10,156,1,HIXES,C,old,z,./images/HIXES.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.804,1,,,,,,,,,,,,,,,0,-0.386734694,-0.316836735,1,0,0,0.804,button_left_main,-0.386734694,-0.316836735,1,0,0,,0,11,11,93,1,SMONE,C,old,z,./images/SMONE.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.821,1,,,,,,,,,,,,,,,0,0.347959184,-0.332142857,1,0,0,0.821,button_right_main,0.347959184,-0.332142857,1,0,0,,0,12,12,49,1,DRUMS,C,old,m,./images/DRUMS.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.823,1,,,,,,,,,,,,,,,0,-0.390816327,-0.343367347,1,0,0,0.823,button_left_main,-0.390816327,-0.343367347,1,0,0,,0,13,13,149,1,VEASE,LB,old,z,./images/VEASELB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.739,1,,,,,,,,,,,,,,,0,0.339795918,-0.330102041,1,0,0,0.739,button_right_main,0.339795918,-0.330102041,1,0,0,,0,14,14,60,1,TWINS,LB,old,m,./images/TWINSLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.815,1,,,,,,,,,,,,,,,0,-0.363265306,-0.371938776,1,0,0,0.815,button_left_main,-0.363265306,-0.371938776,1,0,0,,0,15,15,152,1,FRAIN,LB,old,z,./images/FRAINLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.755,1,,,,,,,,,,,,,,,0,-0.389795918,-0.337244898,1,0,0,0.755,button_left_main,-0.389795918,-0.337244898,1,0,0,,0,16,16,135,1,JOODY,C,old,z,./images/JOODY.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.77,1,,,,,,,,,,,,,,,0,0.358163265,-0.315816327,1,0,0,0.77,button_right_main,0.358163265,-0.315816327,1,0,0,,0,17,17,16,1,PENCE,C,old,m,./images/PENCE.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.805,1,,,,,,,,,,,,,,,0,0.346938776,-0.314795918,1,0,0,0.805,button_right_main,0.346938776,-0.314795918,1,0,0,,0,18,18,6,1,SQUARE,LB,old,m,./images/SQUARELB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.838,1,,,,,,,,,,,,,,,0,0.332653061,-0.327040816,1,0,0,0.838,button_right_main,0.332653061,-0.327040816,1,0,0,,0,19,19,8,1,TULIP,HB,old,m,./images/TULIPHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.77,1,,,,,,,,,,,,,,,0,-0.394897959,-0.346428571,1,0,0,0.77,button_left_main,-0.394897959,-0.346428571,1,0,0,,0,20,20,105,1,MOKER,C,old,z,./images/MOKER.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.822,1,,,,,,,,,,,,,,,0,0.33877551,-0.323979592,1,0,0,0.822,button_right_main,0.33877551,-0.323979592,1,0,0,,0,21,21,30,1,STORM,LB,old,m,./images/STORMLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,1.256,1,,,,,,,,,,,,,,,0,-0.386734694,-0.337244898,1,0,0,1.256,button_left_main,-0.386734694,-0.337244898,1,0,0,,0,22,22,139,1,BLEAR,HB,old,z,./images/BLEARHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,1.105,1,,,,,,,,,,,,,,,0,-0.390816327,-0.351530612,1,0,0,1.105,button_left_main,-0.390816327,-0.351530612,1,0,0,,0,23,23,134,1,TROSS,LB,old,z,./images/TROSSLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.788,1,,,,,,,,,,,,,,,0,-0.392857143,-0.358673469,1,0,0,0.788,button_left_main,-0.392857143,-0.358673469,1,0,0,,0,24,24,126,1,GUELS,C,old,z,./images/GUELS.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.687,1,,,,,,,,,,,,,,,0,-0.409183673,-0.35255102,1,0,0,0.687,button_left_main,-0.409183673,-0.35255102,1,0,0,,0,25,25,129,1,PRANS,C,old,z,./images/PRANS.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,1.005,1,,,,,,,,,,,,,,,0,0.346938776,-0.343367347,1,0,0,1.005,button_right_main,0.346938776,-0.343367347,1,0,0,,0,26,26,42,1,FOLDER,LB,old,m,./images/FOLDERLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,1.068,1,,,,,,,,,,,,,,,0,-0.379591837,-0.332142857,1,0,0,1.068,button_left_main,-0.379591837,-0.332142857,1,0,0,,0,27,27,107,1,FASKS,LB,old,z,./images/FASKSLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.722,1,,,,,,,,,,,,,,,0,-0.386734694,-0.35255102,1,0,0,0.722,button_left_main,-0.386734694,-0.35255102,1,0,0,,0,28,28,153,1,CLUPS,C,old,z,./images/CLUPS.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,2.239,1,,,,,,,,,,,,,,,0,-0.379591837,-0.334183673,1,0,0,2.239,button_left_main,-0.379591837,-0.334183673,1,0,0,,0,29,29,112,1,MYING,HB,old,z,./images/MYINGHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.688,1,,,,,,,,,,,,,,,0,-0.37244898,-0.348469388,1,0,0,0.688,button_left_main,-0.37244898,-0.348469388,1,0,0,,0,30,30,96,1,KEAMS,C,old,z,./images/KEAMS.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.805,1,,,,,,,,,,,,,,,0,0.312244898,-0.356632653,1,0,0,0.805,button_right_main,0.312244898,-0.356632653,1,0,0,,0,31,31,59,1,BURIAL,HB,old,m,./images/BURIALHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,1.04,1,,,,,,,,,,,,,,,0,-0.379591837,-0.358673469,1,0,0,1.04,button_left_main,-0.379591837,-0.358673469,1,0,0,,0,32,32,160,1,VEETS,HB,old,z,./images/VEETSHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.639,1,,,,,,,,,,,,,,,0,0.331632653,-0.342346939,1,0,0,0.639,button_right_main,0.331632653,-0.342346939,1,0,0,,0,33,33,5,1,PASTA,HB,old,m,./images/PASTAHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.804,1,,,,,,,,,,,,,,,0,-0.353061224,-0.325,1,0,0,0.804,button_left_main,-0.353061224,-0.325,1,0,0,,0,34,34,104,1,GITTY,LB,old,z,./images/GITTYLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.788,1,,,,,,,,,,,,,,,0,-0.386734694,-0.342346939,1,0,0,0.788,button_left_main,-0.386734694,-0.342346939,1,0,0,,0,35,35,98,1,BAMPS,LB,old,z,./images/BAMPSLB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.822,1,,,,,,,,,,,,,,,0,0.32755102,-0.298469388,1,0,0,0.822,button_right_main,0.32755102,-0.298469388,1,0,0,,0,36,36,23,1,WALRUS,HB,old,m,./images/WALRUSHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.987,1,,,,,,,,,,,,,,,0,0.36122449,-0.285204082,1,0,0,0.987,button_right_main,0.36122449,-0.285204082,1,0,0,,0,37,37,29,1,CRUMB,HB,old,m,./images/CRUMBHB.png,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199633,19,2022-01-28_17h14.21.747,lexical_decision_task_DD_L3,2021.2.3,iPhone,58.82352941,,,,,,,,,,0.954,0,,,,,,,,,,,,,,,0,0.341836735,-0.344387755,1,0,0,0.954,button_right_main,0.341836735,-0.344387755,1,0,0,,0,38,38,151,1,TINKY,HB,old,z,./images/TINKYHB.png,,,,,,,,,,,,,,,,,,,,
