key_resp.keys,key_resp.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,age,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,response.rt,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practrials.thisRepN,practrials.thisTrialN,practrials.thisN,practrials.thisIndex,practrials.ran,TrialID,Target,corrAns,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,maintrials.thisRepN,maintrials.thisTrialN,maintrials.thisN,maintrials.thisIndex,maintrials.ran,string,blur,study,lex,stim_path,break_done_touch.clicked_name,test_instructions.thisRepN,test_instructions.thisTrialN,test_instructions.thisN,test_instructions.thisIndex,test_instructions.ran,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,test_click.x,test_click.y,test_click.leftButton,test_click.midButton,test_click.rightButton,test_click.time,test_click.clicked_name,test_phase.thisRepN,test_phase.thisTrialN,test_phase.thisN,test_phase.thisIndex,test_phase.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8196,1,,,,,,,,,,,,,,z,1,0.8196,,,,,,,,0.029019097,-0.378958333,0,0,0,,0,167,167,102,1,DULLE,C,old,z,./images/DULLE.png,,,,,,,,,,,,,,,,,,,,,,
,,-0.064409722,-0.365403646,1,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,instr_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,,,,
,,-0.064700521,-0.383763021,1,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,instr_done_button,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,
space,0.9515,-0.064700521,-0.383763021,0,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,1,,,,,,,,,,,,,,,,
space,3.9811,-0.024032118,-0.349405382,0,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,,,,,,,,,,,,,,,,
space,6.6294,-0.075221354,-0.370694444,0,0,0,,,,,,1,test,"In the next phase you will be presented with the words from the the first phase. Your job is to decide whether you remember seeing the word or not. If you remember seeing the word press ""old"" or type ""m"". If you do not remember seeing the word press ""new"" or type ""z"". Please press the space bar or click on continue to begin. ",,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.3452,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,CRUMB,LB,m,m,./images/CRUMBLB.png,,,,,,,m,1,1.3452,,,,,,,,0,0,0,29,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9473,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,ARROW,C,z,m,./images/ARROW.png,,,,,,,z,1,0.9473,,,,,,,,0,1,1,153,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9007,0,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,BLOKE,C,z,m,./images/BLOKE.png,,,,,,,m,0,0.9007,,,,,,,,0,2,2,96,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9137,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,CHALK,HB,z,m,./images/CHALKHB.png,,,,,,,z,1,0.9137,,,,,,,,0,3,3,109,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8038,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,LADDER,LB,m,m,./images/LADDERLB.png,,,,,,,m,1,0.8038,,,,,,,,0,4,4,38,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0089,0,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,WHEEL,LB,z,m,./images/WHEELLB.png,,,,,,,m,0,1.0089,,,,,,,,0,5,5,161,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0325,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,HOCKEY,LB,z,m,./images/HOCKEYLB.png,,,,,,,z,1,1.0325,,,,,,,,0,6,6,116,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9034,0,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,HAMMER,C,z,m,./images/HAMMER.png,,,,,,,m,0,0.9034,,,,,,,,0,7,7,159,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7157,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,CEMENT,LB,m,m,./images/CEMENTLB.png,,,,,,,m,1,0.7157,,,,,,,,0,8,8,74,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6756,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,TOMATO,C,m,m,./images/TOMATO.png,,,,,,,m,1,0.6756,,,,,,,,0,9,9,0,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8971,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,DONKEY,HB,z,m,./images/DONKEYHB.png,,,,,,,z,1,0.8971,,,,,,,,0,10,10,103,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7186,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,MALLET,LB,m,m,./images/MALLETLB.png,,,,,,,m,1,0.7186,,,,,,,,0,11,11,50,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9746,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,BANANA,HB,z,m,./images/BANANAHB.png,,,,,,,z,1,0.9746,,,,,,,,0,12,12,154,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8283,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,JELLY,HB,m,m,./images/JELLYHB.png,,,,,,,m,1,0.8283,,,,,,,,0,13,13,64,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7133,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,STORM,C,m,m,./images/STORM.png,,,,,,,m,1,0.7133,,,,,,,,0,14,14,30,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8762,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,FINGER,C,m,m,./images/FINGER.png,,,,,,,m,1,0.8762,,,,,,,,0,15,15,3,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8691,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,POSTER,LB,z,m,./images/POSTERLB.png,,,,,,,z,1,0.8691,,,,,,,,0,16,16,137,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.5817,0,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,TIGER,HB,z,m,./images/TIGERHB.png,,,,,,,m,0,1.5817,,,,,,,,0,17,17,121,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0554,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,MUMMY,HB,z,m,./images/MUMMYHB.png,,,,,,,z,1,1.0554,,,,,,,,0,18,18,130,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.788,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,PAINT,HB,m,m,./images/PAINTHB.png,,,,,,,m,1,0.788,,,,,,,,0,19,19,7,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0375,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,STAIN,C,z,m,./images/STAIN.png,,,,,,,z,1,1.0375,,,,,,,,0,20,20,90,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9351,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,GRANNY,LB,z,m,./images/GRANNYLB.png,,,,,,,z,1,0.9351,,,,,,,,0,21,21,104,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7327,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,PIMPLE,LB,m,m,./images/PIMPLELB.png,,,,,,,m,1,0.7327,,,,,,,,0,22,22,71,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8035,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,BONNET,LB,m,m,./images/BONNETLB.png,,,,,,,m,1,0.8035,,,,,,,,0,23,23,11,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6833,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,PURSE,LB,m,m,./images/PURSELB.png,,,,,,,m,1,0.6833,,,,,,,,0,24,24,62,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0338,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,QUILL,HB,m,m,./images/QUILLHB.png,,,,,,,m,1,1.0338,,,,,,,,0,25,25,31,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8971,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,JUMPER,LB,z,m,./images/JUMPERLB.png,,,,,,,z,1,0.8971,,,,,,,,0,26,26,158,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0507,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,PEARL,HB,m,m,./images/PEARLHB.png,,,,,,,m,1,1.0507,,,,,,,,0,27,27,46,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8964,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,DESERT,HB,z,m,./images/DESERTHB.png,,,,,,,z,1,0.8964,,,,,,,,0,28,28,136,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9366,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,BIRTH,HB,m,m,./images/BIRTHHB.png,,,,,,,m,1,0.9366,,,,,,,,0,29,29,37,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7404,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,GREASE,C,m,m,./images/GREASE.png,,,,,,,m,1,0.7404,,,,,,,,0,30,30,15,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6671,0,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,BROOM,C,z,m,./images/BROOM.png,,,,,,,m,0,0.6671,,,,,,,,0,31,31,162,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6635,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,THROAT,C,m,m,./images/THROAT.png,,,,,,,m,1,0.6635,,,,,,,,0,32,32,36,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8807,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,SAUNA,C,z,m,./images/SAUNA.png,,,,,,,z,1,0.8807,,,,,,,,0,33,33,117,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.869,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,SAUCE,C,z,m,./images/SAUCE.png,,,,,,,z,1,0.869,,,,,,,,0,34,34,135,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9564,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,MOOSE,C,m,m,./images/MOOSE.png,,,,,,,m,1,0.9564,,,,,,,,0,35,35,57,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6893,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,WEASEL,LB,m,m,./images/WEASELLB.png,,,,,,,m,1,0.6893,,,,,,,,0,36,36,80,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6782,0,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,DRILL,C,z,m,./images/DRILL.png,,,,,,,m,0,0.6782,,,,,,,,0,37,37,165,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9008,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,CLIFF,LB,z,m,./images/CLIFFLB.png,,,,,,,z,1,0.9008,,,,,,,,0,38,38,92,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.1341,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,MAGGOT,C,m,m,./images/MAGGOT.png,,,,,,,m,1,1.1341,,,,,,,,0,39,39,33,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.9628,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,CRATER,C,z,m,./images/CRATER.png,,,,,,,z,1,1.9628,,,,,,,,0,40,40,87,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.2638,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,1,0,0,,,,,,,STOVE,LB,z,m,./images/STOVELB.png,break_done_button,,,,,,z,1,1.2638,,,,,,,,0,41,41,86,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7317,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,CRADLE,LB,m,m,./images/CRADLELB.png,,,,,,,m,1,0.7317,,,,,,,,0,42,42,20,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0998,0,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,COOKER,C,m,m,./images/COOKER.png,,,,,,,z,0,1.0998,,,,,,,,0,43,43,69,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.94,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,BASKET,LB,z,m,./images/BASKETLB.png,,,,,,,z,1,0.94,,,,,,,,0,44,44,128,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.0754,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,BAMBOO,LB,z,m,./images/BAMBOOLB.png,,,,,,,z,1,1.0754,,,,,,,,0,45,45,89,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8508,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,MIDGET,HB,z,m,./images/MIDGETHB.png,,,,,,,z,1,0.8508,,,,,,,,0,46,46,160,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9311,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,BISHOP,HB,z,m,./images/BISHOPHB.png,,,,,,,z,1,0.9311,,,,,,,,0,47,47,133,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,1.1353,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,FARMER,LB,m,m,./images/FARMERLB.png,,,,,,,m,1,1.1353,,,,,,,,0,48,48,65,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8482,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,NOOSE,C,m,m,./images/NOOSE.png,,,,,,,m,1,0.8482,,,,,,,,0,49,49,72,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.6941,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,BERRY,LB,m,m,./images/BERRYLB.png,,,,,,,m,1,0.6941,,,,,,,,0,50,50,47,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8526,0,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,SAILOR,HB,m,m,./images/SAILORHB.png,,,,,,,z,0,0.8526,,,,,,,,0,51,51,67,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7511,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,MUSCLE,HB,m,m,./images/MUSCLEHB.png,,,,,,,m,1,0.7511,,,,,,,,0,52,52,4,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8828,0,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,PICKLE,LB,m,m,./images/PICKLELB.png,,,,,,,z,0,0.8828,,,,,,,,0,53,53,14,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8354,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,TRIPOD,C,m,m,./images/TRIPOD.png,,,,,,,m,1,0.8354,,,,,,,,0,54,54,54,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7051,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,SNACK,HB,m,m,./images/SNACKHB.png,,,,,,,m,1,0.7051,,,,,,,,0,55,55,73,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.8511,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,BOXER,HB,z,m,./images/BOXERHB.png,,,,,,,z,1,0.8511,,,,,,,,0,56,56,88,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.9527,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,LIZARD,LB,m,m,./images/LIZARDLB.png,,,,,,,m,1,0.9527,,,,,,,,0,57,57,44,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7849,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,PISTOL,LB,z,m,./images/PISTOLLB.png,,,,,,,z,1,0.7849,,,,,,,,0,58,58,113,1,
,,,,,,,,,,,,,,,,,199402,19,2022-01-29_13h25.21.216,lexical_decision_task_DD,2021.2.3,MacIntel,59.99880002,,,,,,,,,,,,0.7829,1,,,,,,,,,,,,,,,,,,,,,,,,-0.075221354,-0.370694444,0,0,0,,,,,,,URINE,HB,m,m,./images/URINEHB.png,,,,,,,m,1,0.7829,,,,,,,,0,59,59,70,1,
